" इस सुन्दर  3 - सितारा होटल  के 50  कमरों में से प्रत्येक  कमरा  अति  उत्कृष्ट  सुविधाओं  से भरपूर  है । वातानुकूलन ,  दैनिक  समाचार पत्र  ,  इन - हाउस फिल्में  ,  डेस्क  ,  हेयर ड्रायर ,  इंटरनेट  एक्सेस (वायरलेस) ,  इंटरनेट  एक्सेस ,  इस्त्री करने  का बोर्ड  सभी  कमरों में शामिल  हैं । अतिथियों  के आराम  और सुविधा  के लिये आपको ऑन - साइट 24  घंटे कक्ष  सेवा  ,  कार्यकारी  तल   ,  एलिवेटर ,  बार /पब  ,  लाँड्री सेवा /ड्राई क्लीनिंग ,  बैठक  की सुविधायें   ,  रेस्टोरेंट भी  प्राप्त  होंगी। दिन  भर काम  या खोजबीन के बाद ,  बगीचा  थकान  मिटाने  के कुछ  तरीके हैं । यह मनभावन  संपत्ति  मुंबई  में व्यापारिक  और घूमने - फिरने वाले ,  दोनों ही तरह  के यात्रियों  के लिये लंबे  समय से  पसंदीदा  रही है। जब आप  कमरा  बुक करने  के लिये तैयार  हों तो हमारे सुरक्षित  ऑन - लाइन बुकिंग  फॉर्म  पर अपनी यात्रा  की  तिथियाँ  भरिये और क्लिक कर  दीजिये।   ",pos
"यह पैलेस  ठाणे  का महाबलेश्वर  कहा  जाता है। इसके निकट दादरा कोपरा झरना  ,  जय विलास ,  अनुसूचित जनजाति  के राजाओं  का महल  ,  हनुमान और सनसेट प्वाइंट हैं । सनसेट प्‍वाइंट से प्रकृति  का सुंदर  नजारा  दिखता  है। यहाँ  के शिप्रामल में छत्रपति शिवाजी  ने सूरत  जाते  समय  कैंप लगाया  था। उल्हास नगर तहसील  में स्थित  तेजी से  विकसित  होता  यह नगर  भगवान अंबरनाथ को समर्पित  मंदिर  के कारण लोकप्रिय  है । शिव  को समर्पित  यह मंदिर  अमरनाथ के नाम  से भी  जाना  जाता हैं। ग्यारहवीं  शताब्दी  के मध्य  में बना  यह मंदिर  यहाँ  के सबसे समृद्ध  मंदिरों  में एक है । वलधान नदी  के तट  पर बना  यह मंदिर  इमली  और आम  के पेड़ों से घिरा  हुआ है । ",pos
"घने  वनस्पति  ,  चाय  के बागान  और नीलगिरि  के पेड़ यहाँ  के  पहाड़ों की विशेषता  हैं । यहाँ  की प्राकृतिक  सुंदरता  बनाये रखने के लिये पहाड़ों के  कई  हिस्सों को आरक्षित  वन  का दर्जा  प्रदान  किया  गया है । इस कारण  से शिविर  क्षेत्र  से बाहर  शिविर  लगाने के लिये खास  अनुमति  लेनी पड़ती हैं। ऊटी  एक बिंदु की  तरह पर्यटकों  को आकर्षित  करता  है  और फिर वे आसपास  भी भ्रमण  करते  हैं ।  इन्ही पहाडो़ में दूसरे छोटे शहर जैसे  कुन्नू‍र और कोटागिरी भी हैं। ये शहर ऊटी  से सिर्फ कुछ ही  घंटों की  दूरी पर हैं  और इन  का मौसम भी ऊटी  जैसा ही  है  पर यहाँ  कम पर्यटक  है  और दाम भी सस्ते हैं।ऊटी जिला हेडक्वाटर भी हैं। ऐसे  तो यहाँ  की  स्थानीय  अर्थव्यवस्था  पर्यटन पे ही  टिकी हैं ,  ऊटी  आसपास  के  शहरों के  लिये बाजा़र का काम भी करता  हैं। अर्थव्यवस्था  मूलतः  क्रिषि पे निर्भर  हैं। ठन्डे मौसम की  वजह  से यहाँ   "" अंग्रेजी सब्जियाँ ""  जैसे  आलू ,  गाजर और गोभी उगाई जाती हैं। ऊटी  म्यूनिसिपल बाजा़र में रोजना इन  सब्जियों की  नीलामी  होती हैं।  मिलते - मिलते हँसी वादियों में दिल खो गया तो क्‍या करोगे ,  अंजाने में जाने तमन्‍ना कुछ हो गया तो क्‍या करोगे  ?   तमिलनाडु  राज्‍य के  हिल स्‍टेशन ऊटी  में पहुँचते ही  यह गाना अपने आप  जुबान पर आ जाता हैं। यहाँ  की  खूबसूरती  में आकर सबकुछ भूल सा जाता हैं। बस रह जाती हैं  याद तो वह है  यहाँ  की  हरियाली ,  चाय  के  बागान  और हरी चादर ओढे ऊंचे - ऊंचे पर्व श्रंखलाएं। हर तरफ से उठती प्राकृतिक  फूल पत्तियों की  खुशबू  मन को अपने साथ एक अनोखे संसार में उडा ले जाती हैं। अगर यहाँ  की  यात्रा में कोई हमसफर साथ है  फिर तो हम आपसे वादा  कर सकते हैं  यह हिल स्‍टेश्‍ान आप  जिंदगी भर नहीं  भूल पाएंगे। नैसर्गिक सौंदर्य से भरपूर ऊटी  समुद्रतल से 7 , 349 फुट ऊँचाई पर स्थित  हैं। ऊटी  शुरू में टोंगा आदिवासियों का गढ़ था। जब अंग्रेज  हिंदुस्तान  आए तो उन्होंने ऊटी  को पर्यटन स्थल के  रूप में विकसित किया। साथ ही  रेल लाइन बनने के  बाद मद्रास  प्रेसीडेंसी न इसे गमिर्यों में अपनी राजधानी  बना लिया। यहाँ  बरतानियाँ शासनकाल  के  कई  खूबसूरत निर्माण  गेस्टहाउस के  रूप में आपका स्वागत  करते  नजर आएँगे। ",pos
"ठाणे  में अनेक  खूबसूरत  बीच हैं । दहानू - बोरडी बीच ,  सतपती और केवला बीच यहाँ  के लोकप्रिय  बीच हैं । दहानू - बोरडी बीच की लंबी  तटरेखा  है । यह बीच चीकू  के पेड़ो से घिरा  हुआ है । सतपती बीच का मछली  उद्योग  महाराष्ट्र  का सबसे बड़ा केन्द्र  है । यह शांत  ,  खूबसूरत  ताड़ के पेड़ों से घिरा  बीच शाम  के समय बेहद  आकर्षक  प्रतीत  होता है । भगवान राम  को समर्पित  एक  मंदिर  भी  यहाँ  बना  हुआ है। केवला बीच में अनेक  सुरू के पेड़ हैं  और इसके दक्षिणी  सिरे पर शीतलादेवी मंदिर  बना  हुआ है। ",pos
भुवनेश्‍वर भारत  के पूर्व  में स्थित  उड़ीसा राज्‍य की राजधानी  है । प्राचीन काल  में यह कलिंग  के नाम  से जाना  जाता था। यह बहुत ही  खूबसूरत  और हरा - भरा  प्रदेश  है । यहाँ  की प्राकृतिक  सुंदरता  देखते ही बनती है। यह जगह  इतिहास  में भी  अपना महत्‍वपूर्ण स्‍थान रखती है। तीसरी  शताब्‍दी ईसा पूर्व  में यहीं  प्रसिद्ध  कलिंग युद्ध  हुआ  था। इसी युद्ध  के परिणामस्‍वरुप अशोक  एक  लड़ाकू योद्धा  से प्रसिद्ध  बौद्ध  अनुयायी  के रुप में परिणत  हो  गया था।,pos
"सोलन हिमाचल प्रदेश  का एक बेहद  ही खूबसूरत  जिला  है ।यहाँ  का वातावरण  हमेशा  ही सुहावना  रहता  है। इस जिले का नाम  देवी  सोलनी के नाम  पर रखा गया है। ऊँचे  पर्वतों  और खूबसूरत  दृश्‍यों का अद्भुत  नजारा  पर्यटकों  को बार - बार  अपनी ओर  खींचता  है। यह वजह  है  कि काफी  संख्‍या में पर्यटक  यहाँ  पर आना  पसंद करते हैं। यहाँ  के पर्वत  देवदार  ,  खुबानी और अखरोट  के वृक्षों  से घिरे  हुए है । ",pos
"चाइना टाउन में कुछ  बेहतरीन  चाइनीज रेस्‍टोरेन्‍ट हैं । बीजिंग ,  किमलिंग तथा काफूक ऐसे ही रेस्‍टोरेन्‍ट हैं । यहाँ  सभी  प्रकार  के चाइनीज फूड मिल  जाते हैं। साउथ कोटला में एलिगन लेन पर स्थित  'क्‍यूपीज' बंगाली  भोजन के लिए प्रसिद्ध  है । यहाँ  भोजन केले के पत्ते पर परोसा  जाता है।रसेल स्‍ट्रीट में स्थित  होटल  ताज में राजस्‍थानी तथा उत्तर  भारतीय  भोजन मिलता  है। लेकिन सबसे विशेष  बात  यह है  कि अगर आप कोलकाता  जाएं  तो यहाँ  का रसगुल्‍ला (छेने की मिठाई ) खाना  न भूलें । यहाँ  का रसगुल्‍ला पूरे  भारत  में प्रसिद्ध  है ।",pos
"शिमला  समुद्र  तल  से 6890 फीट  ऊंचा  ,  देश  का सर्वाधिक  खूबसूरत  हिल स्टेशन है । देश  की आजादी  के एक  वर्ष  बाद  तक यह ग्रीष्मकालीन  राजधानी  के रूप में अपनी महत्ता  सिद्ध करता रहा। न सिर्फ  भारत  में बल्कि पूरी  दुनिया  में अपने अनुपम  सौंदर्य  के कारण यह सैलानियों  का प्रिय  दर्शनीय  स्थल  है । हिमालय  की हसीन  वादियां  और प्राकृतिक  सुन्दरता  ,  तन  - मन  को शीतल  करने  वाली ठंडी  पवन  के आकर्षण  में पर्यटक  बरबस  ही यहाँ  खिंचे चले आते  हैं। बर्फ  से ढकी  हुई पहाड़ों की चोटियाँ  आंखों  के सामने ऐसा  मनमोहक  नजारा  पेश  करती  हैं जिन्हें भुलाया  नहीं जा सकता । ",pos
" वह मेरे लिए एक  यादगार  हॉलीडे रहा। वहाँ  खूब  मार्केटिंग तो की ही ,  मस्ती भी खूब  की। बल्कि यूं कहें  कि हिमालय  के साथ वैसा  यादगार  पल  कम  ही बिताया  होगा। नीदरलैंड्स  का वह शहर  बहुत ही  खूबसूरत  है  और हर  किसी को पसंद  आने योग्य  है।वहाँ  वॉटर स्पोर्ट्स के लिए भी काफी  अच्छी  जगह  है  और बच्चों के लिए भी बहुत  कुछ  है । वहाँ  की नाइटलाइफ भी  लाजवाब  है  और रात  में वह शहर  रंग - बिरंगी  रोशनी  से नहाता महसूस  होता है। इस कारण  वह शहर  भी  मन  को अपनी ओर  खींचता  ही रहता है।",pos
"सन  १९९७ में मैं कुल्लू  मनाली  कि हसीन  वादियों  में गया  था | मौका  था यूथ हॉस्टल के साथ ट्रेकिंग  का |माहौल  शांत  था   ,  शहरी  कोलाहल  से दूर जंगल  की शांति   ,  प्रकृति  का साथ  और ताजी  सुनी  हुई बाँसुरी  की प्यारी सी धुन | उसके शब्द  तो सुनाई नहीं दिए लेकिन वो धुन अभी  भी  मेरे कानों  में बज  रही है |",pos
